hospital_name,address,LocName,fX,fY,assigned_cases,refused_attempts,refused_cases,total_demand,refusal_rate_raw,refusal_rate_bayes,accepted_weighted,refused_weighted,severity_pressure,demand_norm,size_penalty,stress_score,stress_score_scaled
その他私的病院（市外,,,,,5,2,2,7,0.2857142857142857,0.4117647058823529,9,2,0.18181818181818182,0.22280948005080736,0.8,0.2177046314003579,0.18479636540184455
その他私的病院（若林,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的病院（若林,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的病院（若林,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的診療所（太白,,,,,2,3,3,5,0.6,0.5333333333333333,2,4,0.6666666666666666,0.19198471691217187,0.8,0.3711959245099125,0.4037120593925473
その他私的診療所（太白,,,,,2,3,3,5,0.6,0.5333333333333333,2,4,0.6666666666666666,0.19198471691217187,0.8,0.3711959245099125,0.4037120593925473
その他私的診療所（太白,,,,,2,3,3,5,0.6,0.5333333333333333,2,4,0.6666666666666666,0.19198471691217187,0.8,0.3711959245099125,0.4037120593925473
その他私的診療所（太白,,,,,2,3,3,5,0.6,0.5333333333333333,2,4,0.6666666666666666,0.19198471691217187,0.8,0.3711959245099125,0.4037120593925473
その他私的診療所（太白,,,,,2,3,3,5,0.6,0.5333333333333333,2,4,0.6666666666666666,0.19198471691217187,0.8,0.3711959245099125,0.4037120593925473
その他私的診療所（太白,,,,,2,3,3,5,0.6,0.5333333333333333,2,4,0.6666666666666666,0.19198471691217187,0.8,0.3711959245099125,0.4037120593925473
その他私的診療所（宮城,,,,,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
その他私的診療所（宮城,,,,,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
その他私的診療所（宮城,,,,,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
その他私的診療所（宮城,,,,,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
その他私的診療所（宮城,,,,,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
その他私的診療所（宮城,,,,,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
その他私的診療所（宮城野,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的診療所（宮城野,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的診療所（宮城野,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的診療所（宮城野,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的診療所（宮城野,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的診療所（宮城野,,,,,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
その他私的診療所（市外,,,,,8,7,6,15,0.42857142857142855,0.4583333333333333,11,14,0.56,0.29707930673440985,1.0,0.438470880022581,0.49966241120655974
その他私的診療所（市外,,,,,8,7,6,15,0.42857142857142855,0.4583333333333333,11,14,0.56,0.29707930673440985,1.0,0.438470880022581,0.49966241120655974
その他私的診療所（市外,,,,,8,7,6,15,0.42857142857142855,0.4583333333333333,11,14,0.56,0.29707930673440985,1.0,0.438470880022581,0.49966241120655974
その他私的診療所（市外,,,,,8,7,6,15,0.42857142857142855,0.4583333333333333,11,14,0.56,0.29707930673440985,1.0,0.438470880022581,0.49966241120655974
その他私的診療所（市外,,,,,8,7,6,15,0.42857142857142855,0.4583333333333333,11,14,0.56,0.29707930673440985,1.0,0.438470880022581,0.49966241120655974
その他私的診療所（市外,,,,,8,7,6,15,0.42857142857142855,0.4583333333333333,11,14,0.56,0.29707930673440985,1.0,0.438470880022581,0.49966241120655974
その他私的診療所（泉,,,,,3,2,2,5,0.4,0.4666666666666667,4,2,0.3333333333333333,0.19198471691217187,0.8,0.2645292578432458,0.2515796036294605
その他私的診療所（泉,,,,,3,2,2,5,0.4,0.4666666666666667,4,2,0.3333333333333333,0.19198471691217187,0.8,0.2645292578432458,0.2515796036294605
その他私的診療所（泉,,,,,3,2,2,5,0.4,0.4666666666666667,4,2,0.3333333333333333,0.19198471691217187,0.8,0.2645292578432458,0.2515796036294605
その他私的診療所（泉,,,,,3,2,2,5,0.4,0.4666666666666667,4,2,0.3333333333333333,0.19198471691217187,0.8,0.2645292578432458,0.2515796036294605
その他私的診療所（泉,,,,,3,2,2,5,0.4,0.4666666666666667,4,2,0.3333333333333333,0.19198471691217187,0.8,0.2645292578432458,0.2515796036294605
その他私的診療所（泉,,,,,3,2,2,5,0.4,0.4666666666666667,4,2,0.3333333333333333,0.19198471691217187,0.8,0.2645292578432458,0.2515796036294605
その他私的診療所（青葉,,,,,2,9,9,11,0.8181818181818182,0.6666666666666666,2,13,0.8666666666666667,0.26625454359577433,1.0,0.5998626256430358,0.7298460605921645
その他私的診療所（青葉,,,,,2,9,9,11,0.8181818181818182,0.6666666666666666,2,13,0.8666666666666667,0.26625454359577433,1.0,0.5998626256430358,0.7298460605921645
その他私的診療所（青葉,,,,,2,9,9,11,0.8181818181818182,0.6666666666666666,2,13,0.8666666666666667,0.26625454359577433,1.0,0.5998626256430358,0.7298460605921645
その他私的診療所（青葉,,,,,2,9,9,11,0.8181818181818182,0.6666666666666666,2,13,0.8666666666666667,0.26625454359577433,1.0,0.5998626256430358,0.7298460605921645
その他私的診療所（青葉,,,,,2,9,9,11,0.8181818181818182,0.6666666666666666,2,13,0.8666666666666667,0.26625454359577433,1.0,0.5998626256430358,0.7298460605921645
その他私的診療所（青葉,,,,,2,9,9,11,0.8181818181818182,0.6666666666666666,2,13,0.8666666666666667,0.26625454359577433,1.0,0.5998626256430358,0.7298460605921645
たいしどう内科クリニック,〒982-0011宮城県仙台市 太白区長町 ６丁目-４-５１ 仙台長町ビル 3階 SY,宮城県/仙台市/太白区/長町/六丁目/４番,140.88307,38.22396,0,2,2,2,1.0,0.5833333333333334,0,2,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
たかさご整形クリニック（高砂二,〒983-0014 宮城県仙台市宮城野区高砂２丁目１−８ １番地８,宮城県/仙台市/宮城野区/高砂/二丁目/１番,140.96835,38.26995,3,0,0,3,0.0,0.38461538461538464,3,0,0.0,0.14853965336720493,0.5,0.08885917299709827,0.0010315903942646298
たかはし内科（東仙台二,〒983-0833 宮城県仙台市宮城野区東仙台２丁目５−３,宮城県/仙台市/宮城野区/東仙台/二丁目/５番,140.91608,38.27623,0,2,2,2,1.0,0.5833333333333334,0,3,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
たかやなぎこども医院（上飯田一,〒984-0838 宮城県仙台市若林区上飯田１丁目２１−１８,宮城県/仙台市/若林区/上飯田/一丁目/２１番,140.92039,38.22113,1,1,1,2,0.5,0.5,1,2,0.6666666666666666,0.1177148902285694,0.5,0.21406359281587264,0.17960336407635175
たくまこどもクリニック（長喜城字山神,〒984-0036 宮城県仙台市若林区長喜城山神４５−６,宮城県/仙台市/若林区/長喜城/山神,140.93808,38.23866,4,1,1,5,0.2,0.4,4,1,0.2,0.19198471691217187,0.8,0.21119592450991254,0.17551337574791726
たんぽぽクリニック晩翠通（二日町,〒980-0802 宮城県仙台市青葉区二日町９−２３ プラウドタワー仙台晩翠通セントラル ２階,宮城県/仙台市/青葉区/二日町/９番,140.8658,38.26981,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
たんぽぽクリニック（泉中央南,〒981-3126 宮城県仙台市泉区泉中央南１４番地,宮城県/仙台市/泉区/泉中央南,140.87093,38.32047,35,45,45,80,0.5625,0.5555555555555556,70,91,0.5652173913043478,0.4708595609142777,1.0,0.5305441692580604,0.6309811824713577
だいのはら殿塚クリニック,〒981-0911 仙台市青葉区台原2-10-2アークヒルズ台原201,宮城県/仙台市/青葉区/台原/二丁目/１０番,140.87151,38.28614,0,2,1,2,1.0,0.5454545454545454,0,2,1.0,0.1177148902285694,0.5,0.2771949059471858,0.2696438800346181
ちえこ・ゆきかレディースクリニック（六丁,〒984-0012 宮城県仙台市若林区六丁の目中町１−１６,宮城県/仙台市/若林区/六丁の目中町/１番,140.9371,38.25145,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
ちばクリニック（緑ヶ丘一,〒982-0021 宮城県仙台市太白区緑ケ丘１丁目３−１９,宮城県/仙台市/太白区/緑ケ丘/一丁目/３番,140.86888,38.22893,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
てっぽう町かず内科（鉄砲町,〒981-0867 宮城県仙台市宮城野区鉄砲町東３−１６,宮城県/仙台市/宮城野区/鉄砲町東/３番地,140.89455,38.263,1,1,1,2,0.5,0.5,1,0,0.0,0.1177148902285694,0.5,0.10295248170476157,0.021132055989803177
てんかんクリニック仙台駅前ベーテル（名掛,〒983-0864 宮城県仙台市宮城野区名掛丁２０５−５,宮城県/仙台市/宮城野区/名掛丁,140.88559,38.26253,0,4,4,4,1.0,0.6428571428571429,0,7,1.0,0.17244919717907164,0.5,0.3025510566727024,0.3058078813962288
とよま整形外科医院（五橋一,〒980-0022 宮城県仙台市青葉区五橋１丁目６−６ 五橋ビル １階,宮城県/仙台市/青葉区/五橋/一丁目/６番,140.88071,38.25318,2,0,0,2,0.0,0.4166666666666667,2,0,0.0,0.1177148902285694,0.5,0.08906359281587269,0.0013231424789846085
ないとうクリニック（茂庭台三,〒982-0252 宮城県仙台市太白区茂庭台３丁目３０−３０,宮城県/仙台市/太白区/茂庭台/三丁目/３０番,140.78931,38.23921,0,3,3,3,1.0,0.6153846153846154,0,5,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
なかむら脳神経クリニック（新田東一,〒983-0039 宮城県仙台市宮城野区新田東１丁目８−１ 新田東メディカルビル,宮城県/仙台市/宮城野区/新田東/一丁目/８番,140.93335,38.27713,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
なかやま医院（中山四,〒981-0952 宮城県仙台市青葉区中山４丁目１３−３６,宮城県/仙台市/青葉区/中山/四丁目/１３番,140.84114,38.29202,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
なないろの里クリニック,〒984-0017 宮城県仙台市若林区なないろの里１丁目１９−４ メデルなないろの里 １階,宮城県/仙台市/若林区/なないろの里/一丁目/１９番,140.92751,38.23903,0,5,5,5,1.0,0.6666666666666666,0,7,1.0,0.19198471691217187,0.8,0.4956403689543569,0.5811999244494817
なないろ消化器・内視鏡クリニック,〒984-0017 宮城県仙台市若林区なないろの里３丁目４−１２,宮城県/仙台市/若林区/なないろの里/三丁目/４番,140.93219,38.23833,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
なりかわ内科脳神経内科クリニック,〒981-3126 宮城県仙台市泉区泉中央南５−６,宮城県/仙台市/泉区/泉中央南,140.87093,38.32047,0,5,5,5,1.0,0.6666666666666666,0,8,1.0,0.19198471691217187,0.8,0.4956403689543569,0.5811999244494817
なるみ赤ちゃんこどもクリニック（富沢西）,〒982-0037 宮城県仙台市太白区富沢 西4-11-10,宮城県/仙台市/太白区/富沢西四丁目,140.85916,38.21174,0,9,9,9,1.0,0.7368421052631579,0,5,1.0,0.24671902386267414,0.8,0.5289496344335552,0.6287069902964978
のぐち内科クリニック,〒984-0030 宮城県仙台市若林区荒井東１丁目３−１ East Fort ２階,宮城県/仙台市/若林区/荒井東/一丁目/３番,140.94942,38.24413,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
のだクリニック（一番町三,〒980-0811 宮城県仙台市青葉区一番町３丁目５−１６,宮城県/仙台市/青葉区/一番町/三丁目/５番,140.87253,38.26083,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
のろこどもクリニック（新田東一,〒983-0039 宮城県仙台市宮城野区新田東１丁目８−１ 新田東メディカルビル,宮城県/仙台市/宮城野区/新田東/一丁目/８番,140.93335,38.27713,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
はなクリニック（荒井二,〒984-0032 宮城県仙台市若林区荒井２丁目１８−１１,宮城県/仙台市/若林区/荒井/二丁目/１８番,140.93912,38.24367,4,1,1,5,0.2,0.4,4,1,0.2,0.19198471691217187,0.8,0.21119592450991254,0.17551337574791726
はまざきウィメンズクリニック（高砂一,〒983-0014 宮城県仙台市宮城野区高砂１丁目１−１５ 高砂関弐番館 307号,宮城県/仙台市/宮城野区/高砂/一丁目/１番,140.97211,38.27393,0,2,2,2,1.0,0.5833333333333334,0,3,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
はやし内科クリニック（大和町二,〒984-0042 宮城県仙台市若林区大和町２丁目６−３ ２Ｆ,宮城県/仙台市/若林区/大和町/二丁目/６番,140.9151,38.24847,0,3,2,3,1.0,0.5833333333333334,0,2,1.0,0.14853965336720493,0.5,0.2886454977834231,0.28597519243450115
はんざわ内科胃腸科（南石切町,〒984-0804 宮城県仙台市若林区南石切町１４−１０,宮城県/仙台市/若林区/南石切町/１４番地,140.8903,38.24197,1,1,1,2,0.5,0.5,1,0,0.0,0.1177148902285694,0.5,0.10295248170476157,0.021132055989803177
はんだ整形外科クリニック（実沢字広畑,〒981-3217 宮城県仙台市泉区実沢広畑８０−１,宮城県/仙台市/泉区/実沢/広畑/８０番地,140.80901,38.32764,2,1,1,3,0.3333333333333333,0.46153846153846156,2,0,0.0,0.14853965336720493,0.5,0.10167968581761107,0.01931674132732791
ばば内科ゆうこ整形外科クリニック（中田五,〒981-1104 宮城県仙台市太白区中田５丁目７−１６,宮城県/仙台市/太白区/中田/五丁目/７番,140.88661,38.19719,6,9,9,15,0.6,0.56,9,14,0.6086956521739131,0.29707930673440985,1.0,0.488591652969441,0.5711467512673399
ひかりクリニック（鶴ヶ谷京原,〒983-0824 宮城県仙台市宮城野区鶴ケ谷京原７,宮城県/仙台市/宮城野区/鶴ケ谷/京原/７番地,140.92168,38.30013,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
ひご整形外科クリニック（長町一,〒982-0011 宮城県仙台市太白区長町１丁目９−１０,宮城県/仙台市/太白区/長町/一丁目/９番,140.88634,38.23563,7,5,5,12,0.4166666666666667,0.45454545454545453,7,7,0.5,0.2748310165194577,1.0,0.4097921570216374,0.45875961847265784
ひでゆき眼科クリニック（中央二,〒980-0021 宮城県仙台市青葉区中央２丁目４−１１ 水晶堂ビル ２F,宮城県/仙台市/青葉区/中央/二丁目/４番,140.87521,38.26134,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
ひろせ中央クリニック（落合二丁目,〒989-3126 宮城県仙台市青葉区落合２丁目４−１２,宮城県/仙台市/青葉区/落合/二丁目/４番,140.79454,38.27251,5,11,11,16,0.6875,0.6153846153846154,6,14,0.7,0.303575156795328,1.0,0.5396532573933145,0.6439729444817821
ひろせ内科（愛子東一,〒989-3127 宮城県仙台市青葉区愛子東１丁目８−８,宮城県/仙台市/青葉区/愛子東/一丁目/８番,140.77861,38.27193,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
ふくじゅ草クリニック（八幡三,〒980-0871 宮城県仙台市青葉区八幡３丁目１−５０,宮城県/仙台市/青葉区/八幡/三丁目/１番,140.84959,38.26923,1,1,1,2,0.5,0.5,1,2,0.6666666666666666,0.1177148902285694,0.5,0.21406359281587264,0.17960336407635175
ほし外科医院（南光台南三,〒981-8002 宮城県仙台市泉区南光台南３丁目４−１０,宮城県/仙台市/泉区/南光台南/三丁目/４番,140.90742,38.29622,3,0,0,3,0.0,0.38461538461538464,3,0,0.0,0.14853965336720493,0.5,0.08885917299709827,0.0010315903942646298
まきこ内科クリニック（あすと長町一,〒982-0007 宮城県仙台市太白区あすと長町１丁目２−１ 仙台長町メディカルプラザ２Ｆ,宮城県/仙台市/太白区/あすと長町/一丁目/２番,140.88768,38.23102,0,2,2,2,1.0,0.5833333333333334,0,2,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
まひと内科クリニック（高砂一,〒983-0014 宮城県仙台市宮城野区高砂１丁目２４−３９,宮城県/仙台市/宮城野区/高砂/一丁目/２４番,140.97385,38.27066,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
まんてん堂こどもクリニック（新田東三,〒983-0039 宮城県仙台市宮城野区新田東３丁目２−７,宮城県/仙台市/宮城野区/新田東/三丁目/２番,140.93759,38.27518,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
みうら医院（東中田二,〒981-1107 宮城県仙台市太白区東中田２丁目２７−２６,宮城県/仙台市/太白区/東中田/二丁目/２７番,140.89989,38.20131,1,2,2,3,0.6666666666666666,0.5384615384615384,1,2,0.6666666666666666,0.14853965336720493,0.5,0.22561130974923502,0.19607320034693984
みなとクリニック（蒲生字耳取,〒983-0013 宮城県仙台市宮城野区中野５丁目,宮城県/仙台市/宮城野区/中野/五丁目,140.98779,38.26651,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
みなみ仙台皮膚科クリニック（西中田三,〒981-1105 宮城県仙台市太白区西中田３丁目２２−８,宮城県/仙台市/太白区/西中田/三丁目/２２番,140.87787,38.1975,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
みのりファミリークリニック（長町五丁目）,〒982-0011 宮城県仙台市太白区長町５丁目９−１３,宮城県/仙台市/太白区/長町/五丁目/９番,140.88205,38.22715,1,1,1,2,0.5,0.5,1,2,0.6666666666666666,0.1177148902285694,0.5,0.21406359281587264,0.17960336407635175
みはるの杜診療所（福室二,〒983-0005 宮城県仙台市宮城野区福室２丁目５−２７ 清山会医療福祉グループ みはるの社診療所,宮城県/仙台市/宮城野区/福室/二丁目/５番,140.96538,38.27215,0,2,2,2,1.0,0.5833333333333334,0,3,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
みみはなのどクリニックもも（荒町,〒984-0073 宮城県仙台市若林区荒町１２３ １２３ビル ３F,宮城県/仙台市/若林区/荒町/１２３番地,140.88187,38.24965,0,2,2,2,1.0,0.5833333333333334,0,1,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
みみはなのど北仙台クリニック（堤町一,〒981-0912 宮城県仙台市青葉区堤町１丁目１−２ 4F,宮城県/仙台市/青葉区/堤町/一丁目/１番,140.86842,38.28284,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
みみはなのど富沢クリニック（富沢南二,〒982-0036 宮城県仙台市太白区富沢南２丁目１７−１４ みみはなのど富沢クリニック,宮城県/仙台市/太白区/富沢南/二丁目/１７番,140.86804,38.2107,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
みやぎの内科クリニック（宮城野一,〒983-0045 宮城県仙台市宮城野区宮城野１丁目２１−７,宮城県/仙台市/宮城野区/宮城野/一丁目/２１番,140.89996,38.25648,0,2,2,2,1.0,0.5833333333333334,0,3,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
みやぎの整形外科（田子二,〒983-0021 宮城県仙台市宮城野区田子２丁目１３−２８,宮城県/仙台市/宮城野区/田子/二丁目/１３番,140.95804,38.27727,0,2,2,2,1.0,0.5833333333333334,0,0,0.0,0.1177148902285694,0.5,0.11684137059365046,0.04094096950062177
みやぎ台かねこ医院（みやぎ台三,〒989-3214 宮城県仙台市青葉区みやぎ台３丁目２６−８,宮城県/仙台市/青葉区/みやぎ台/三丁目/２６番,140.76884,38.31141,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
みやぎ県南中核病院（大河原町,〒989-1253 宮城県柴田郡大河原町西３８−１,宮城県/柴田郡/大河原町/西/３８番地,140.7347,38.06187,19,27,27,46,0.5869565217391305,0.5714285714285714,39,42,0.5185185185185185,0.41253835131276856,1.0,0.5008284804199528,0.5885994257435478
みやざきクリニック（長町七,〒982-0011 宮城県仙台市太白区長町７丁目２０−５ ララガーデン長町 メディパーク長町 4階,宮城県/仙台市/太白区/長町/七丁目/２０番,140.87686,38.22582,0,6,6,6,1.0,0.6875,0,11,1.0,0.20850176350057656,0.8,0.5056004702668204,0.5954054370024274
めざきクリニック（八木山南二,〒982-0807 宮城県仙台市太白区八木山南２丁目１−２８,宮城県/仙台市/太白区/八木山南/二丁目/１番,140.83749,38.23522,3,6,5,9,0.625,0.5555555555555556,4,11,0.7333333333333333,0.24671902386267414,0.8,0.4094954434004168,0.45833643311152056
めときこどもクリニック（国見ヶ丘一,〒989-3201 宮城県仙台市青葉区国見ケ丘１丁目１４−４,宮城県/仙台市/青葉区/国見ケ丘/一丁目/１４番,140.83086,38.2954,1,2,2,3,0.6666666666666666,0.5384615384615384,1,4,0.8,0.14853965336720493,0.5,0.24783353197145727,0.22776746196424963
やおとめ整形外科（八乙女四,〒981-3112 宮城県仙台市泉区八乙女４丁目４−１,宮城県/仙台市/泉区/八乙女/四丁目/４番,140.89754,38.31018,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
やかた内科小児科クリニック（館三,〒981-3214 宮城県仙台市泉区館３丁目３７−１,宮城県/仙台市/泉区/館/三丁目/３７番地,140.80074,38.32106,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
やすだクリニック（桜ケ丘四,〒981-0961 宮城県仙台市青葉区桜ケ丘４丁目１９−１６,宮城県/仙台市/青葉区/桜ケ丘/四丁目/１９番,140.85223,38.30065,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
やべ内科クリニックおきの（沖野四,〒984-0831 宮城県仙台市若林区沖野４丁目３−２０,宮城県/仙台市/若林区/沖野/四丁目/３番,140.90926,38.22355,0,3,3,3,1.0,0.6153846153846154,0,4,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
やまだクリニック（南小泉二,〒984-0827 宮城県仙台市若林区南小泉２丁目１４−１７,宮城県/仙台市/若林区/南小泉/二丁目/１４番,140.90657,38.2405,0,1,1,1,1.0,0.5454545454545454,0,3,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
やまだ内科・胃腸科クリニック（新田東一,〒983-0039 宮城県仙台市宮城野区新田東１丁目８−１ 新田東メディカルビル,宮城県/仙台市/宮城野区/新田東/一丁目/８番,140.93335,38.27713,0,3,2,3,1.0,0.5833333333333334,0,6,1.0,0.14853965336720493,0.5,0.2886454977834231,0.28597519243450115
やまと内科クリニック（なないろ一,〒984-0017 宮城県仙台市若林区なないろの里１丁目１５−１１,宮城県/仙台市/若林区/なないろの里/一丁目/１５番,140.92709,38.24042,3,6,6,9,0.6666666666666666,0.5789473684210527,4,10,0.7142857142857143,0.24671902386267414,0.8,0.41065389508518435,0.4599886652960821
やまもと内科クリニック（古城三,〒984-0825 宮城県仙台市若林区古城３丁目６−１１,宮城県/仙台市/若林区/古城/三丁目/６番,140.90781,38.23553,0,2,2,2,1.0,0.5833333333333334,0,4,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
ゆうき婦人科産科クリニック,〒982-0007 宮城県仙台市太白区あすと長町１丁目２−１ 仙台長町メディカルプラザ 3階,宮城県/仙台市/太白区/あすと長町/一丁目/２番,140.88768,38.23102,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
ゆきクリニック（長町七,〒982-0011 宮城県仙台市太白区１９ １９ 長町7丁目19-26 リーブスメディカルビル,宮城県/仙台市/太白区,140.87721,38.2244,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
よしだ耳鼻咽喉科（柳生一,〒981-1106 宮城県仙台市太白区柳生１丁目１２−３,宮城県/仙台市/太白区/柳生/一丁目/１２番,140.87076,38.19799,0,3,3,3,1.0,0.6153846153846154,0,3,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
りきおこどもクリニック,〒989-3126 宮城県仙台市青葉区落合６丁目10−１,宮城県/仙台市/青葉区/落合/六丁目/１０番,140.785,38.27095,0,6,6,6,1.0,0.6875,0,6,1.0,0.20850176350057656,0.8,0.5056004702668204,0.5954054370024274
りふの内科クリニック（利府町,〒981-0114 宮城県宮城郡利府町新中道２丁目1−２,宮城県/宮城郡/利府町/新中道/二丁目,140.97601,38.32536,1,0,0,1,0.0,0.45454545454545453,3,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
わたなべクリニック（長町南四,〒982-0012 宮城県仙台市太白区長町南４丁目１２−２７,宮城県/仙台市/太白区/長町南/四丁目/１２番,140.87151,38.22063,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
わたるクリニック（山田新町,〒982-0814 宮城県仙台市太白区山田新町７４−１,宮城県/仙台市/太白区/山田新町/７４番地,140.83452,38.21753,0,2,2,2,1.0,0.5833333333333334,0,3,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
イムス明理会仙台総合病院（中央四,〒980-0021 宮城県仙台市青葉区中央４丁目５−１,宮城県/仙台市/青葉区/中央/四丁目/５番,140.87747,38.25752,2904,4837,4753,7741,0.6207391928953898,0.6205817138385288,4400,7355,0.6256911952360698,0.9594540573032988,1.0,0.7352423221259657,0.922930238902253
エコー療育園（芋沢字横前,〒989-3212 宮城県仙台市青葉区芋沢横前１−１,宮城県/仙台市/青葉区/芋沢/横前/１番地,140.75781,38.29261,1,0,0,1,0.0,0.45454545454545453,2,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
エバーグリーン病院（実沢字立田屋敷,〒981-3217 宮城県仙台市泉区実沢立田屋敷１７−１,宮城県/仙台市/泉区/実沢/立田屋敷/１７番地,140.83881,38.33401,2,8,8,10,0.8,0.65,2,11,0.8461538461538461,0.2569313867399664,1.0,0.5843617442979375,0.7077380561028956
